name,date,open,high,low,close,volumn
PDI,14-Oct-14,15.9,16.2,15.9,16.1,313500
PE,14-Oct-14,1.29,1.29,1.26,1.26,987600
PERM,14-Oct-14,2.94,3.1,2.92,2.94,85517200
PF,14-Oct-14,1.26,1.28,1.24,1.26,11849800
PG,14-Oct-14,11.9,11.9,11.9,11.9,3000
PHOL,14-Oct-14,4,4.06,4,4.06,9600
PICO,14-Oct-14,2.34,2.34,2.28,2.3,372400
PJW,14-Oct-14,3.8,3.82,3.76,3.8,401500
PL,14-Oct-14,4.2,4.22,4.2,4.2,56000
PM,14-Oct-14,9.7,9.85,9.7,9.8,147600
POPF,14-Oct-14,11.7,11.7,11.6,11.7,420600
POST,14-Oct-14,7,7.4,6.95,7.4,79800
PPF,14-Oct-14,10.2,10.2,10.2,10.2,10000
PPM,14-Oct-14,8,8.15,7.9,8.1,139800
PPP,14-Oct-14,6.45,6.6,6.45,6.5,1204200
PPS,14-Oct-14,1.56,1.59,1.54,1.54,2695000
PR,14-Oct-14,47,47,46.5,46.5,500
PRAKIT,14-Oct-14,13.4,13.4,13.3,13.3,3100
PRANDA,14-Oct-14,6.5,6.55,6.45,6.5,289700
PREB,14-Oct-14,9.75,9.8,9.75,9.75,161300
PRECHA,14-Oct-14,2.78,3.16,2.74,3,16724400
PRIN,14-Oct-14,1.86,1.89,1.82,1.82,15097500
PRINC,14-Oct-14,4,4.02,3.9,3.94,4419300
PS,14-Oct-14,33,33.25,32.75,33,3037900
PSL,14-Oct-14,22,22.8,22,22.8,1158300
PT,14-Oct-14,7.8,7.9,7.7,7.7,78700
PTG,14-Oct-14,4.96,5,4.8,4.84,8840800
PTL,14-Oct-14,11.5,11.5,11.3,11.5,406400
PTT,14-Oct-14,352,356,352,356,5220500
PTTEP,14-Oct-14,150.5,152.5,149.5,150,7115400
PTTGC,14-Oct-14,58.25,60.75,58.25,59.75,14462000
PYLON,14-Oct-14,7.75,7.85,7.7,7.75,666700
Q-CON,14-Oct-14,9.3,9.3,9.25,9.3,35700
QH,14-Oct-14,4.08,4.12,4.02,4.12,17659800
QHHR,14-Oct-14,8.65,8.65,8.6,8.6,276700
QHOP,14-Oct-14,4.56,4.56,4.54,4.56,43800
QHPF,14-Oct-14,9.35,9.4,9.3,9.3,779500
QLT,14-Oct-14,11.5,11.6,11.5,11.6,5800
QTC,14-Oct-14,4.92,4.96,4.92,4.94,361200
RATCH,14-Oct-14,60.75,60.75,59.75,60,1019200
RCI,14-Oct-14,4.76,4.78,4.5,4.6,24747300
RCL,14-Oct-14,11.4,11.5,11,11.5,6600300
RICH,14-Oct-14,1.24,1.35,1.19,1.3,179695400
RICHY,14-Oct-14,3.68,3.72,3.66,3.66,2398500
RML,14-Oct-14,2.14,2.18,2.1,2.1,25654000
ROBINS,14-Oct-14,50.75,51.25,50.25,51,661800
ROH,14-Oct-14,25.25,25.75,25.25,25.75,4000
ROJNA,14-Oct-14,7.7,7.7,7.6,7.65,654000
RPC,14-Oct-14,1.17,1.2,1.16,1.19,12141900
RS,14-Oct-14,7.85,7.95,7.85,7.85,626100
RWI,14-Oct-14,3.72,3.92,3.68,3.8,5268100
S,14-Oct-14,10.8,11.3,10.6,11,26552500
SABINA,14-Oct-14,23.3,23.4,23.2,23.4,900
SALEE,14-Oct-14,8.05,8.05,8,8,73500
SAM,14-Oct-14,2.32,2.4,2.3,2.34,20651600
SAMART,14-Oct-14,32.5,32.75,32.25,32.5,3971700
SAMCO,14-Oct-14,3.22,3.26,3.12,3.12,942700
SAMTEL,14-Oct-14,21.8,21.9,21.6,21.6,400100
SANKO,14-Oct-14,1.62,1.69,1.61,1.63,3082500
SAPPE,14-Oct-14,42.25,42.25,41.75,41.75,682500
SAT,14-Oct-14,18.5,18.8,18.4,18.5,120600
SAUCE,14-Oct-14,26.25,26.5,26,26,4700
SAWAD,14-Oct-14,20.1,20.5,20,20,6019000
SAWANG,14-Oct-14,15.5,15.9,15.5,15.6,5000
SBPF,14-Oct-14,9.35,9.35,8.9,8.9,57600
SC,14-Oct-14,3.72,3.74,3.68,3.72,1169200
SCB,14-Oct-14,176.5,178,176.5,177,4191400
SCBLIF,14-Oct-14,1154,1154,1152,1152,1450
SCC,14-Oct-14,434,434,430,434,644900
SCCC,14-Oct-14,422,422,416,418,59900
SCG,14-Oct-14,6.05,6.45,6.05,6.25,1700
SCP,14-Oct-14,12.2,12.3,11.8,11.8,5924900
SE-ED,14-Oct-14,4.92,4.94,4.9,4.9,110200
SEAFCO,14-Oct-14,6.1,6.15,6.1,6.1,266900
SEAOIL,14-Oct-14,16.1,16.5,15.8,16,2728400
SENA,14-Oct-14,2.92,2.96,2.92,2.92,1162700
SF,14-Oct-14,6.85,7.1,6.85,7.05,4521600
SFP,14-Oct-14,245,245,245,245,400
SGP,14-Oct-14,13,13.1,12.8,12.8,825800
SHANG,14-Oct-14,47.5,47.5,47,47,4100
SIAM,14-Oct-14,2.7,2.7,2.62,2.64,1264600
SIM,14-Oct-14,3.66,3.68,3.62,3.64,4779700
SIMAT,14-Oct-14,5.15,5.2,5.1,5.15,308300
SINGER,14-Oct-14,17.4,17.4,17.2,17.2,326900
SIRI,14-Oct-14,2.22,2.28,2.2,2.24,348321300
SIRIP,14-Oct-14,9.95,9.95,9.95,9.95,100000
SIS,14-Oct-14,5.2,5.2,5.1,5.1,110600
SITHAI,14-Oct-14,2.62,2.74,2.62,2.7,15482100
SKR,14-Oct-14,72.75,73,72.25,72.5,20000
SLC,14-Oct-14,0.11,0.13,0.11,0.13,111570600
SMART,14-Oct-14,3.66,3.68,3.56,3.56,1658000
SMG,14-Oct-14,30.75,30.75,30.25,30.75,23500
SMIT,14-Oct-14,4.54,4.58,4.52,4.58,109200
SMK,14-Oct-14,478,478,478,478,500
SMM,14-Oct-14,1.92,1.98,1.92,1.93,3518400
SMPC,14-Oct-14,59.75,59.75,59,59.5,7500
SMT,14-Oct-14,6.05,6.1,6,6.1,260400
SNC,14-Oct-14,15.6,15.7,15.5,15.6,238700
SNP,14-Oct-14,26,26.25,26,26,276800
SOLAR,14-Oct-14,10.5,11.6,10.3,11.4,32916800
SORKON,14-Oct-14,85.5,85.75,85.25,85.25,5600
SPACK,14-Oct-14,2.38,2.38,2.38,2.38,2400
SPALI,14-Oct-14,25,25.25,24.9,25,2995000
SPC,14-Oct-14,41,41,41,41,2600
SPCG,14-Oct-14,24.7,24.9,24.7,24.8,874400
SPF,14-Oct-14,17.1,17.1,16.9,16.9,716400
SPG,14-Oct-14,38.25,38.75,35.25,35.25,27700
SPI,14-Oct-14,25,25.5,25,25,2200
SPORT,14-Oct-14,2.2,2.26,2.2,2.2,379900
SPPT,14-Oct-14,2.62,2.62,2.48,2.6,245900
SPVI,14-Oct-14,2.04,2.06,1.94,2,11562000
SRICHA,14-Oct-14,35,35.25,34.75,34.75,733500
SSC,14-Oct-14,89.5,89.5,89,89,700
SSF,14-Oct-14,9,9,9,9,118300
SSI,14-Oct-14,0.33,0.34,0.33,0.33,7657100
SSPF,14-Oct-14,5.2,5.2,5.2,5.2,10000
SSSC,14-Oct-14,48.5,48.5,48.25,48.5,48900
SST,14-Oct-14,32.25,32.25,30.75,30.75,7217700
SSTPF,14-Oct-14,9.55,9.55,9.55,9.55,7000
SSTSS,14-Oct-14,9.95,9.95,9.95,9.95,35500
STA,14-Oct-14,13.6,13.8,13.6,13.7,589000
STANLY,14-Oct-14,223,223,223,223,1800
STAR,14-Oct-14,2.46,2.58,2.42,2.46,13363600
STEC,14-Oct-14,26.25,26.5,26,26.25,7000400
STPI,14-Oct-14,21,21.2,20.8,20.8,2006400
SUC,14-Oct-14,41.75,41.75,41.75,41.75,2600
SUPER,14-Oct-14,12.2,12.7,12.1,12.6,22565900
SUSCO,14-Oct-14,4.22,4.22,4.12,4.12,8076100
SUTHA,14-Oct-14,9,9.05,8.95,8.95,1176500
SVI,14-Oct-14,4.92,4.98,4.92,4.96,4292700
SVOA,14-Oct-14,1.77,1.79,1.75,1.75,2922300
SWC,14-Oct-14,7.1,7.15,7.05,7.1,25700
SYMC,14-Oct-14,17.6,17.6,17.4,17.4,20200
SYNEX,14-Oct-14,3.02,3.06,3.02,3.02,190200
SYNTEC,14-Oct-14,2.4,2.44,2.4,2.42,16271200
TAE,14-Oct-14,4.48,4.5,4.4,4.44,4145700
TAKUNI,14-Oct-14,3.2,3.48,3.16,3.22,108532300
TAPAC,14-Oct-14,3.06,3.08,3.06,3.06,126400
TASCO,14-Oct-14,61.75,61.75,60.5,60.75,125100
TC,14-Oct-14,4.68,4.78,4.68,4.76,83300
TCAP,14-Oct-14,34.75,35,34.75,34.75,803500
TCB,14-Oct-14,27.75,27.75,27.25,27.25,15000
TCC,14-Oct-14,1.76,1.78,1.71,1.78,3841600
TCCC,14-Oct-14,29,29,28.75,28.75,18300
TCIF,14-Oct-14,13.3,13.3,13.3,13.3,2000
TCJ,14-Oct-14,13.3,13.4,13.3,13.3,318500
TCMC,14-Oct-14,2.72,2.78,2.68,2.7,3529600
TCOAT,14-Oct-14,22.1,22.1,22.1,22.1,100
TEAM,14-Oct-14,2.62,2.68,2.48,2.54,17054800
TF,14-Oct-14,178.5,181,178.5,181,600
TFD,14-Oct-14,6.15,6.25,6.05,6.05,10873900
TFI,14-Oct-14,1.66,1.72,1.65,1.66,10975800
TFUND,14-Oct-14,10.9,11,10.9,11,238600
TGCI,14-Oct-14,3.36,3.38,3.32,3.38,105600
TGPRO,14-Oct-14,0.6,0.62,0.6,0.61,11640500
TGROWTH,14-Oct-14,10.7,10.7,10.6,10.7,106400
TH,14-Oct-14,2.38,2.38,2.32,2.38,5502400
THAI,14-Oct-14,14.2,14.3,14.1,14.1,1702000
THANA,14-Oct-14,3.48,4.12,3.48,3.98,30191700
THANI,14-Oct-14,3.72,3.74,3.68,3.7,527500
THCOM,14-Oct-14,39,39,38.5,38.75,954000
THE,14-Oct-14,5.95,5.95,5.6,5.65,976300
THIF,14-Oct-14,12,12,12,12,3000
THIP,14-Oct-14,143,143,143,143,200
THRE,14-Oct-14,3.44,3.46,3.4,3.42,3864700
THREL,14-Oct-14,15.7,15.9,15.7,15.8,474500
TIC,14-Oct-14,27.5,27.5,27.5,27.5,7300
TICON,14-Oct-14,18,18.2,18,18.1,1014700
TIES,14-Oct-14,0.94,1.17,0.89,1.04,431930200
TIF1,14-Oct-14,7.5,7.55,7.5,7.55,37600
TIP,14-Oct-14,39.75,40,39.75,40,78500
TIPCO,14-Oct-14,7,7.15,7,7.05,470300
TISCO,14-Oct-14,42.75,44.75,42.75,44.25,1430900
TIW,14-Oct-14,110,110,110,110,500
TK,14-Oct-14,9.85,9.85,9.75,9.8,216100
TKS,14-Oct-14,10.4,10.4,10.2,10.3,213400
TKT,14-Oct-14,2.78,2.78,2.7,2.7,421500
TLGF,14-Oct-14,13.5,13.5,13.5,13.5,412300
TLOGIS,14-Oct-14,12.1,12.2,12.1,12.2,80500
TLUXE,14-Oct-14,2.9,2.92,2.88,2.92,137000
TMB,14-Oct-14,2.98,3.04,2.98,3.02,275357400
TMC,14-Oct-14,3.78,3.78,3.62,3.62,378500
TMD,14-Oct-14,17.8,18.1,17.8,18.1,20800
TMI,14-Oct-14,2.1,2.16,2.08,2.12,1895900
TMILL,14-Oct-14,3.52,3.52,3.52,3.52,34500
TMT,14-Oct-14,10.6,10.8,10.6,10.8,36300
TMW,14-Oct-14,28,28.25,28,28.25,27700
TNDT,14-Oct-14,20.1,20.1,19.6,19.6,455200
TNH,14-Oct-14,19.9,20,19.8,19.8,82000
TNITY,14-Oct-14,6.95,6.95,6.9,6.9,764500
TNL,14-Oct-14,26,26,26,26,100
TNPC,14-Oct-14,10.8,10.8,10.8,10.8,2500
TNPF,14-Oct-14,9,9,9,9,3000
TOG,14-Oct-14,6.05,6.15,6.05,6.15,489100
TOP,14-Oct-14,48,49.25,48,48.25,5174000
TOPP,14-Oct-14,133,133,133,133,200
TPA,14-Oct-14,6.25,6.45,6.25,6.35,13700
TPAC,14-Oct-14,6,6.05,6,6.05,160900
TPC,14-Oct-14,29.25,29.5,29.25,29.25,7700
TPIPL,14-Oct-14,19,19.1,18.6,18.7,12865800
TPOLY,14-Oct-14,4.02,4.18,3.98,4.18,18506700
TPP,14-Oct-14,19.7,19.7,19.5,19.5,58900
TR,14-Oct-14,31.75,31.75,31.75,31.75,1000
TRC,14-Oct-14,3.94,4.1,3.92,4.08,23578200
TRIF,14-Oct-14,14.4,14.4,14.4,14.4,4000
TRT,14-Oct-14,6.25,6.25,6.1,6.1,4796700
TRU,14-Oct-14,5.25,5.3,5.2,5.2,90700
TRUBB,14-Oct-14,1.82,1.83,1.81,1.82,1012200
TRUE,14-Oct-14,11.3,11.4,11.2,11.3,128847800
TRUEIF,14-Oct-14,10.3,10.3,10.2,10.2,2925600
TSF,14-Oct-14,0.58,0.59,0.57,0.57,31439100
TSI,14-Oct-14,8,8.05,8,8.05,100000
TSR,14-Oct-14,7.5,7.65,7.4,7.4,1763000
TSTE,14-Oct-14,13.5,13.5,13.2,13.2,200
TSTH,14-Oct-14,0.93,0.94,0.92,0.92,7070000
TTA,14-Oct-14,21.2,21.3,21,21,10705400
TTCL,14-Oct-14,28.25,29.25,28.25,29,1341900
TTI,14-Oct-14,23.5,23.5,23.5,23.5,500
TTW,14-Oct-14,12.2,12.3,12,12,5704600
TUF,14-Oct-14,74,74.5,72.75,73.5,7913300
TVD,14-Oct-14,3.58,3.62,3.58,3.6,452500
TVI,14-Oct-14,11,11.4,11,11.3,84200
TVO,14-Oct-14,22.4,22.5,22.3,22.3,220400
TWFP,14-Oct-14,31.25,31.75,31.25,31.75,39900
TWP,14-Oct-14,78.75,80,78.25,78.25,21400
TWS,14-Oct-14,34,34,33.75,33.75,35700
TWZ,14-Oct-14,0.54,0.55,0.52,0.52,83667200
TYCN,14-Oct-14,4.56,4.64,4.52,4.6,1271300
UAC,14-Oct-14,8.55,8.6,8.45,8.45,321500
UBIS,14-Oct-14,5.55,5.55,5.35,5.45,2900
UEC,14-Oct-14,4.04,4.04,4.02,4.02,1239300
UIC,14-Oct-14,4.6,4.72,4.6,4.6,407900
UKEM,14-Oct-14,1.63,1.64,1.6,1.6,5186600
UMI,14-Oct-14,7.05,7.1,6.95,6.95,1089800
UMS,14-Oct-14,6.1,6.1,6.1,6.1,2200
UNIPF,14-Oct-14,9.85,9.85,9.85,9.85,100
UNIQ,14-Oct-14,11.5,11.6,11.2,11.4,24591700
UOB8TF,14-Oct-14,8.7,8.7,8.65,8.65,4000
UOBKH,14-Oct-14,3.88,3.9,3.84,3.88,95400
UP,14-Oct-14,40,40,40,40,6900
UPF,14-Oct-14,51.5,51.5,51.5,51.5,1500
UPOIC,14-Oct-14,10.2,10.3,10.2,10.2,14400
URBNPF,14-Oct-14,3.56,3.76,3.54,3.76,369200
UTP,14-Oct-14,4.62,4.66,4.6,4.6,991100
UV,14-Oct-14,9.9,10.2,9.9,10,10995100
UVAN,14-Oct-14,10.4,10.4,10.4,10.4,59200
UWC,14-Oct-14,3,3.1,2.94,3.02,2368200
VGI,14-Oct-14,13.3,13.5,13.3,13.3,4893500
VIBHA,14-Oct-14,15.5,15.6,15.5,15.6,424100
VIH,14-Oct-14,9,9.25,8.85,8.95,2388500
VNG,14-Oct-14,7.05,7.1,7,7,693700
VNT,14-Oct-14,10.7,10.8,10.7,10.8,78200
VTE,14-Oct-14,3.22,3.4,2.9,3.06,69256900
WACOAL,14-Oct-14,50,50.25,50,50,700
WAT,14-Oct-14,0.05,0.05,0.04,0.05,120361800
WAVE,14-Oct-14,83.75,84,83.25,84,26400
WG,14-Oct-14,145,145,145,145,157000
WHA,14-Oct-14,40,40.75,39.5,40.75,2123500
WHAPF,14-Oct-14,10,10.1,10,10.1,177500
WIIK,14-Oct-14,2.48,2.5,2.44,2.46,1160900
WIN,14-Oct-14,1.19,1.19,1.12,1.13,25683900
WINNER,14-Oct-14,3.14,3.18,3.08,3.08,2261100
WORK,14-Oct-14,32.75,33.5,32.5,33,142400
XO,14-Oct-14,4.98,5.15,4.98,5.05,955100
YUASA,14-Oct-14,7.05,7.1,7,7,44200
ZMICO,14-Oct-14,1.6,1.62,1.6,1.61,2994400
AAV01C1501A,14-Oct-14,0.43,0.44,0.43,0.44,130000
AAV01P1501A,14-Oct-14,1.05,1.05,1.05,1.05,1000
AAV11C1504A,14-Oct-14,0.69,0.69,0.69,0.69,2500
AAV18C1501A,14-Oct-14,0.59,0.59,0.59,0.59,100
ADVA01C1410A,14-Oct-14,0.26,0.28,0.26,0.27,8469300
ADVA01C1503A,14-Oct-14,0.65,0.67,0.65,0.67,9632700
ADVA01P1410A,14-Oct-14,0.91,0.91,0.89,0.9,1454400
ADVA01P1503A,14-Oct-14,0.95,0.95,0.95,0.95,2003600
ADVA06C1601A,14-Oct-14,1.02,1.03,1.02,1.03,75300
ADVA08C1502A,14-Oct-14,0.75,0.76,0.75,0.76,7000
ADVA13C1412A,14-Oct-14,0.52,0.54,0.52,0.53,10834700
ADVA13P1411A,14-Oct-14,0.6,0.6,0.6,0.6,200000
ADVA23C1411A,14-Oct-14,0.63,0.63,0.61,0.63,4100
ADVA23P1411A,14-Oct-14,0.32,0.32,0.31,0.31,31000
ADVA28C1501A,14-Oct-14,0.47,0.49,0.47,0.48,12280100
ADVA28P1411A,14-Oct-14,0.59,0.59,0.58,0.58,3641200
ADVA28P1501A,14-Oct-14,0.31,0.31,0.3,0.3,3000
ADVA42C1411A,14-Oct-14,0.3,0.3,0.3,0.3,100
AMAT01C1412A,14-Oct-14,0.3,0.31,0.3,0.31,83100
AOT01C1410A,14-Oct-14,1.15,1.31,1.15,1.28,9661900
AOT01C1503A,14-Oct-14,0.58,0.62,0.58,0.62,11963500
AOT01P1410A,14-Oct-14,0.57,0.57,0.49,0.51,7497000
AOT01P1503A,14-Oct-14,1.31,1.31,1.25,1.26,4693300
AOT06C1411A,14-Oct-14,0.84,0.88,0.84,0.88,873500
AOT06C1603A,14-Oct-14,2.16,2.2,2.16,2.2,18400
AOT06P1505A,14-Oct-14,0.98,0.98,0.96,0.97,2022000
AOT07C1506A,14-Oct-14,0.81,0.81,0.81,0.81,100
AOT11C1501A,14-Oct-14,0.64,0.67,0.64,0.67,192100
AOT11P1501A,14-Oct-14,0.96,0.97,0.96,0.97,400000
AOT13C1501A,14-Oct-14,0.65,0.7,0.65,0.7,12468600
AOT16C1506A,14-Oct-14,2.16,2.16,2.16,2.16,2000
AOT23P1501A,14-Oct-14,0.42,0.42,0.39,0.39,218000
AOT28C1501A,14-Oct-14,1.48,1.53,1.48,1.53,40200
AOT28C1503A,14-Oct-14,0.63,0.65,0.63,0.65,1640500
AOT28P1411A,14-Oct-14,0.16,0.16,0.13,0.13,395200
AOT28P1503A,14-Oct-14,0.83,0.83,0.83,0.83,6600
AOT42P1502A,14-Oct-14,0.79,0.79,0.79,0.79,6000
AP01C1502A,14-Oct-14,0.39,0.39,0.39,0.39,333800
AP18C1502A,14-Oct-14,0.59,0.59,0.59,0.59,100
BANP01C1502A,14-Oct-14,0.25,0.27,0.25,0.26,2903700
BANP01P1502A,14-Oct-14,0.81,0.82,0.81,0.82,5000
BANP06C1601A,14-Oct-14,0.48,0.49,0.48,0.49,3550000
BANP06P1502A,14-Oct-14,0.37,0.37,0.37,0.37,300
BANP08P1501A,14-Oct-14,0.45,0.45,0.45,0.45,1000
BANP13C1501A,14-Oct-14,0.11,0.11,0.1,0.11,326600
BANP13C1502A,14-Oct-14,0.26,0.26,0.26,0.26,769800
BANP23C1411A,14-Oct-14,0.33,0.34,0.31,0.32,4384300
BANP28C1501A,14-Oct-14,0.23,0.23,0.22,0.22,430000
BBL06C1601A,14-Oct-14,1.74,1.75,1.73,1.74,419500
BBL06P1504A,14-Oct-14,0.63,0.63,0.63,0.63,10000
BBL11C1502A,14-Oct-14,0.48,0.49,0.48,0.48,214000
BBL13C1501A,14-Oct-14,0.74,0.76,0.74,0.75,1052300
BBL18C1503A,14-Oct-14,0.61,0.61,0.6,0.6,33000
BBL23C1501A,14-Oct-14,1.41,1.43,1.4,1.42,21508000
BBL28C1501A,14-Oct-14,0.98,0.98,0.98,0.98,200000
BBL42C1412A,14-Oct-14,0.36,0.36,0.36,0.36,7100000
BCH01C1503A,14-Oct-14,0.26,0.27,0.26,0.27,101300
BCP01C1502A,14-Oct-14,0.38,0.4,0.38,0.4,265000
BCP01P1502A,14-Oct-14,0.51,0.51,0.51,0.51,10000
BEC01C1502A,14-Oct-14,0.52,0.52,0.51,0.51,480000
BEC01P1502A,14-Oct-14,1.01,1.02,1.01,1.02,150400
BEC06C1503A,14-Oct-14,0.54,0.54,0.54,0.54,5000
BGH01C1411A,14-Oct-14,0.56,0.57,0.53,0.53,2347000
BGH01P1411A,14-Oct-14,0.47,0.49,0.47,0.49,608100
BGH06CB,14-Oct-14,1.71,1.71,1.67,1.67,8100
BGH13C1502A,14-Oct-14,0.38,0.38,0.37,0.37,30000
BGH23C1410A,14-Oct-14,2.14,2.14,2.12,2.12,260000
BGH42C1411A,14-Oct-14,0.49,0.49,0.49,0.49,1000
BGH42P1502A,14-Oct-14,0.67,0.67,0.67,0.67,250000
BH01C1411A,14-Oct-14,0.74,0.75,0.72,0.73,184100
BIGC01C1501A,14-Oct-14,0.68,0.68,0.64,0.64,1020800
BJC01C1410A,14-Oct-14,0.19,0.21,0.19,0.19,481700
BJC01C1503A,14-Oct-14,0.55,0.57,0.55,0.55,1187700
BJC01P1410A,14-Oct-14,0.88,0.89,0.85,0.89,60000
BJC01P1503A,14-Oct-14,1.1,1.1,1.1,1.1,200000
BJC06C1410A,14-Oct-14,0.67,0.67,0.67,0.67,100000
BJC06C1507A,14-Oct-14,0.64,0.64,0.63,0.63,90000
BJC28C1503A,14-Oct-14,0.4,0.4,0.38,0.38,245200
BJC42C1501A,14-Oct-14,0.29,0.29,0.29,0.29,300
BLA01C1503A,14-Oct-14,0.59,0.6,0.59,0.6,40000
BLA06CA,14-Oct-14,1.74,1.75,1.74,1.74,173000
BLAN01C1411A,14-Oct-14,0.75,0.76,0.75,0.75,163500
BLAN01P1411A,14-Oct-14,0.35,0.36,0.35,0.36,7000
BLAN13C1411A,14-Oct-14,0.21,0.21,0.2,0.2,769800
BLAN13C1501A,14-Oct-14,0.11,0.12,0.11,0.12,833500
BLAN23C1502A,14-Oct-14,0.12,0.12,0.12,0.12,1110000
BLAN28C1501A,14-Oct-14,0.14,0.14,0.14,0.14,20000
BMCL01C1412A,14-Oct-14,0.8,0.82,0.79,0.79,4770300
BMCL01P1412A,14-Oct-14,0.55,0.55,0.52,0.54,1003700
BMCL06C1507A,14-Oct-14,0.93,0.93,0.91,0.91,2221300
BMCL11C1412A,14-Oct-14,0.72,0.72,0.72,0.72,38000
BMCL13C1411A,14-Oct-14,0.84,0.84,0.79,0.79,800
BMCL13C1412A,14-Oct-14,1.21,1.21,1.21,1.21,20000
BMCL13C1501A,14-Oct-14,0.47,0.49,0.46,0.46,18976700
BMCL13C1502A,14-Oct-14,0.19,0.19,0.18,0.18,6980300
BMCL23C1502A,14-Oct-14,0.3,0.3,0.29,0.29,459800
BMCL28C1501B,14-Oct-14,0.45,0.48,0.45,0.46,9600000
BMCL28C1502A,14-Oct-14,0.68,0.69,0.68,0.69,390000
BMCL42C1412A,14-Oct-14,0.73,0.73,0.71,0.71,800
BTS01C1501A,14-Oct-14,0.69,0.7,0.68,0.7,2788600
BTS01P1501A,14-Oct-14,0.44,0.44,0.43,0.43,823400
BTS13C1503A,14-Oct-14,0.55,0.57,0.55,0.57,3920900
BTS13C1504A,14-Oct-14,0.29,0.29,0.29,0.29,17000
BTS28C1502A,14-Oct-14,0.56,0.56,0.56,0.56,200000
BTS28C1503A,14-Oct-14,0.22,0.22,0.22,0.22,27000
BTS42C1412A,14-Oct-14,0.27,0.27,0.27,0.27,520000
CENT01C1502A,14-Oct-14,0.44,0.44,0.44,0.44,2400000
CENT01P1502A,14-Oct-14,0.92,0.93,0.92,0.92,418400
CENT42C1501A,14-Oct-14,0.42,0.42,0.42,0.42,20000
CK01C1412A,14-Oct-14,1.01,1.06,1.01,1.03,5320000
CK01P1412A,14-Oct-14,0.65,0.66,0.64,0.64,2257000
CK06C1504A,14-Oct-14,1.75,1.75,1.72,1.75,900
CK13C1501A,14-Oct-14,0.3,0.31,0.3,0.31,2249800
CK23C1502A,14-Oct-14,0.19,0.19,0.18,0.18,20000
CK27C1503A,14-Oct-14,1.77,1.77,1.77,1.77,20000
CK28C1501A,14-Oct-14,1.08,1.1,1.08,1.1,60000
CK28C1503A,14-Oct-14,0.33,0.33,0.33,0.33,32800
CPAL01C1501A,14-Oct-14,0.34,0.34,0.33,0.33,2531200
CPAL01P1501A,14-Oct-14,0.83,0.83,0.83,0.83,130000
CPAL06C1601A,14-Oct-14,0.76,0.76,0.75,0.75,2005200
CPAL08C1502A,14-Oct-14,0.78,0.78,0.77,0.77,7000
CPF01C1502A,14-Oct-14,0.42,0.44,0.42,0.42,8945600
CPF01P1502A,14-Oct-14,0.46,0.47,0.45,0.47,1321300
CPF06CC,14-Oct-14,0.53,0.54,0.52,0.52,3091900
CPF08C1503A,14-Oct-14,0.55,0.55,0.55,0.55,800000
CPF08P1503A,14-Oct-14,0.35,0.35,0.35,0.35,1200000
CPF11C1505A,14-Oct-14,0.47,0.47,0.47,0.47,100000
CPF13C1410A,14-Oct-14,0.33,0.33,0.32,0.32,3000
CPF27C1501A,14-Oct-14,0.45,0.45,0.45,0.45,10000
CPF28C1503A,14-Oct-14,0.4,0.4,0.4,0.4,600
CPN01C1502A,14-Oct-14,0.45,0.45,0.43,0.44,1271400
CPN01P1502A,14-Oct-14,0.93,0.93,0.93,0.93,10000
CPN06C1601A,14-Oct-14,0.88,0.88,0.86,0.86,121300
CPN18C1501A,14-Oct-14,0.39,0.39,0.39,0.39,700000
DELT01C1502A,14-Oct-14,0.53,0.54,0.5,0.52,2977500
DELT01P1502A,14-Oct-14,1.43,1.48,1.43,1.44,351100
DELT23C1410A,14-Oct-14,0.65,0.69,0.64,0.69,103000
DELT27C1502A,14-Oct-14,0.57,0.58,0.57,0.58,20000
DTAC01C1502A,14-Oct-14,0.47,0.5,0.47,0.5,5430400
DTAC01P1502A,14-Oct-14,1.16,1.16,1.12,1.12,1429500
DTAC06C1410A,14-Oct-14,1.17,1.21,1.17,1.21,49000
DTAC06C1507A,14-Oct-14,0.58,0.6,0.58,0.6,2001400
DTAC11C1412A,14-Oct-14,0.29,0.29,0.29,0.29,1000
DTAC13C1502A,14-Oct-14,0.47,0.5,0.47,0.5,225600
DTAC23C1501A,14-Oct-14,0.6,0.62,0.59,0.61,3000
DTAC28C1503A,14-Oct-14,0.41,0.41,0.41,0.41,5000
DTAC28P1502A,14-Oct-14,0.86,0.86,0.86,0.86,40000
DTAC42C1411A,14-Oct-14,0.14,0.16,0.14,0.16,280200
EART01C1502A,14-Oct-14,0.32,0.33,0.31,0.32,347100
EART01P1503A,14-Oct-14,0.73,0.73,0.73,0.73,3000
EART13C1501A,14-Oct-14,0.17,0.18,0.17,0.18,219300
EART13C1503A,14-Oct-14,0.28,0.29,0.28,0.29,7407300
EART42C1502A,14-Oct-14,0.22,0.22,0.21,0.22,5000100
EGCO01C1410A,14-Oct-14,1.25,1.25,1.25,1.25,123600
ENER08C1504A,14-Oct-14,1.29,1.31,1.29,1.3,236000
ESSO42C1501A,14-Oct-14,0.14,0.15,0.14,0.14,1440000
GFPT01C1412A,14-Oct-14,1.19,1.29,1.19,1.23,265100
GFPT07C1410A,14-Oct-14,2.12,2.12,2.06,2.06,200
GLOB01C1501A,14-Oct-14,0.38,0.38,0.36,0.36,1266000
