name,date,open,high,low,close,volumn
MPIC,15-Oct-14,1.88,1.89,1.87,1.88,153800
MSC,15-Oct-14,4.58,4.58,4.5,4.52,16800
MTI,15-Oct-14,152,153,152,152.5,7200
NBC,15-Oct-14,3.36,3.44,3.36,3.4,207500
NC,15-Oct-14,20.8,20.8,19.6,19.6,1100
NCH,15-Oct-14,1.92,2.12,1.73,1.74,297539700
NEP,15-Oct-14,1.04,1.07,1.04,1.05,10226500
NEW,15-Oct-14,56.25,56.25,56,56,500
NINE,15-Oct-14,3.7,3.82,3.7,3.7,684500
NIPPON,15-Oct-14,2.66,2.72,2.5,2.62,35008800
NKI,15-Oct-14,65.5,65.5,65.5,65.5,200
NMG,15-Oct-14,1.47,1.55,1.47,1.52,46540500
NNCL,15-Oct-14,2,2.04,2,2.02,957900
NOBLE,15-Oct-14,10.2,10.4,10.2,10.2,212500
NOK,15-Oct-14,14.9,15.1,14.7,14.8,3266800
NPARK,15-Oct-14,0.06,0.07,0.06,0.06,1919673200
NSI,15-Oct-14,99,100,98.75,99.25,2600
NTV,15-Oct-14,33,33,32.75,33,10500
NUSA,15-Oct-14,1.38,1.41,1.36,1.37,31391300
NWR,15-Oct-14,2,2.02,1.98,1.98,4036700
NYT,15-Oct-14,15.2,15.6,15.1,15.5,1418900
OCC,15-Oct-14,17.3,17.4,17.3,17.4,1400
OCEAN,15-Oct-14,1.51,1.57,1.51,1.54,24019500
OFM,15-Oct-14,50,50,49.75,49.75,25000
OISHI,15-Oct-14,86.25,87,86,86.75,2100
OTO,15-Oct-14,6.85,7.05,6.85,6.95,2274500
PACE,15-Oct-14,3.68,3.7,3.6,3.62,7368500
PAE,15-Oct-14,0.93,1,0.92,0.95,151424600
PAF,15-Oct-14,1.38,1.42,1.36,1.36,3863300
PAP,15-Oct-14,5.55,5.6,5.55,5.55,526000
PATO,15-Oct-14,12.6,12.7,12.6,12.7,14300
PB,15-Oct-14,46,46,45.25,45.25,7900
PCA,15-Oct-14,7.5,7.6,7.15,7.15,15813000
PCSGH,15-Oct-14,9.75,9.8,9.65,9.8,306400
PDG,15-Oct-14,5.25,5.35,5.2,5.2,757100
PDI,15-Oct-14,16.2,16.4,16,16.2,505200
PE,15-Oct-14,1.25,1.32,1.25,1.29,2136200
PERM,15-Oct-14,2.98,2.98,2.86,2.86,52379800
PF,15-Oct-14,1.28,1.35,1.26,1.31,49219300
PG,15-Oct-14,11.6,11.9,11.6,11.9,700
PHOL,15-Oct-14,4.06,4.08,4,4,82000
PICO,15-Oct-14,2.34,2.84,2.3,2.46,29949600
PJW,15-Oct-14,3.78,3.82,3.78,3.8,283500
PL,15-Oct-14,4.22,4.26,4.18,4.18,87300
PM,15-Oct-14,9.85,9.95,9.8,9.85,155800
POPF,15-Oct-14,11.7,11.7,11.6,11.7,653100
POST,15-Oct-14,7.4,7.4,7.4,7.4,50000
PPF,15-Oct-14,10.1,10.1,10.1,10.1,6000
PPM,15-Oct-14,8.1,8.15,7.95,7.95,280900
PPP,15-Oct-14,6.6,6.6,6.5,6.5,857800
PPS,15-Oct-14,1.55,1.6,1.54,1.55,4316900
PR,15-Oct-14,47,47.5,46.5,47,11200
PRAKIT,15-Oct-14,13.5,13.5,13.5,13.5,600
PRANDA,15-Oct-14,6.55,6.55,6.45,6.5,161200
PREB,15-Oct-14,9.8,9.8,9.7,9.75,224700
PRECHA,15-Oct-14,3,3.1,2.86,2.92,3816000
PRG,15-Oct-14,14.9,14.9,14.9,14.9,100
PRIN,15-Oct-14,1.84,1.92,1.83,1.83,38067400
PRINC,15-Oct-14,3.92,3.98,3.64,3.76,8432000
PS,15-Oct-14,32.75,33.25,32.75,33,2572600
PSL,15-Oct-14,22.8,23,22.5,22.6,762400
PT,15-Oct-14,7.8,7.9,7.75,7.75,129800
PTG,15-Oct-14,4.92,4.94,4.84,4.84,3077800
PTL,15-Oct-14,11.6,12.2,11.4,11.9,1410000
PTT,15-Oct-14,352,357,351,351,3439700
PTTEP,15-Oct-14,149,150,147,147,8781500
PTTGC,15-Oct-14,60.25,60.75,59.75,59.75,10274200
PYLON,15-Oct-14,7.7,7.9,7.7,7.85,933600
Q-CON,15-Oct-14,9.25,9.3,9.25,9.3,26600
QH,15-Oct-14,4.14,4.18,4.1,4.16,25023400
QHHR,15-Oct-14,8.6,8.6,8.6,8.6,103000
QHOP,15-Oct-14,4.56,4.58,4.56,4.58,7200
QHPF,15-Oct-14,9.3,9.35,9.3,9.3,257300
QLT,15-Oct-14,11.6,11.6,11.5,11.5,21000
QTC,15-Oct-14,4.96,5.05,4.92,4.92,804900
RATCH,15-Oct-14,60.25,60.5,59.5,60,256500
RCI,15-Oct-14,4.62,4.66,4.56,4.56,4609800
RCL,15-Oct-14,11.6,11.8,11.1,11.2,6988300
RICH,15-Oct-14,1.3,1.32,1.2,1.3,100221600
RICHY,15-Oct-14,3.68,3.82,3.68,3.68,8591400
RML,15-Oct-14,2.14,2.16,2.12,2.12,18660500
ROBINS,15-Oct-14,51.5,52.5,51.5,51.75,914200
ROH,15-Oct-14,25.5,25.5,25.5,25.5,3500
ROJNA,15-Oct-14,7.65,7.7,7.6,7.7,872500
RPC,15-Oct-14,1.22,1.22,1.19,1.2,9585800
RS,15-Oct-14,7.95,7.95,7.85,7.85,530700
RWI,15-Oct-14,3.82,4.94,3.82,4.8,71316600
S,15-Oct-14,11,11.1,10.8,10.9,8515500
S&J,15-Oct-14,17.9,17.9,17.9,17.9,500
SABINA,15-Oct-14,23.4,23.5,23.4,23.5,1000
SALEE,15-Oct-14,8,8.2,8,8.1,95000
SAM,15-Oct-14,2.38,2.94,2.26,2.84,318219900
SAMART,15-Oct-14,32.75,34.25,32.75,33.25,12174100
SAMCO,15-Oct-14,3.12,3.16,3.04,3.04,448800
SAMTEL,15-Oct-14,21.9,21.9,21.4,21.8,582900
SANKO,15-Oct-14,1.64,1.66,1.61,1.62,2666900
SAPPE,15-Oct-14,42,44,42,42.25,1316000
SAT,15-Oct-14,18.5,18.8,18.5,18.5,59300
SAUCE,15-Oct-14,26.25,26.25,26,26.25,10400
SAWAD,15-Oct-14,20.1,20.2,19.9,19.9,2622000
SBPF,15-Oct-14,8.55,8.85,8.55,8.85,200
SC,15-Oct-14,3.74,3.8,3.72,3.72,1580200
SCB,15-Oct-14,177,178.5,175.5,175.5,3900300
SCBLIF,15-Oct-14,1152,1154,1152,1152,1850
SCC,15-Oct-14,434,440,434,434,1199300
SCCC,15-Oct-14,420,420,416,418,29200
SCG,15-Oct-14,6.25,6.25,6.2,6.2,33000
SCP,15-Oct-14,11.9,12.1,11.8,11.8,1471900
SE-ED,15-Oct-14,4.9,4.98,4.9,4.92,71400
SEAFCO,15-Oct-14,6.1,6.2,6.1,6.15,319700
SEAOIL,15-Oct-14,16,16,15.2,15.4,3493200
SENA,15-Oct-14,2.92,3.12,2.92,2.96,2431600
SF,15-Oct-14,7.05,7.25,7.05,7.2,5903400
SGP,15-Oct-14,13,13,12.8,12.9,1397600
SHANG,15-Oct-14,49,49,49,49,5000
SIAM,15-Oct-14,2.64,2.74,2.64,2.66,1592700
SIM,15-Oct-14,3.64,3.68,3.64,3.66,7165500
SIMAT,15-Oct-14,5.2,5.25,5.15,5.15,114400
SINGER,15-Oct-14,17.3,17.4,17.2,17.2,731100
SIRI,15-Oct-14,2.22,2.22,2.14,2.14,264115500
SIRIP,15-Oct-14,10,10,10,10,15000
SIS,15-Oct-14,5.15,5.2,5.1,5.2,103900
SITHAI,15-Oct-14,2.72,2.72,2.68,2.7,4537300
SKR,15-Oct-14,72.5,72.5,72.25,72.5,13700
SLC,15-Oct-14,0.13,0.13,0.12,0.13,33144100
SMART,15-Oct-14,3.54,3.64,3.54,3.58,1651000
SMG,15-Oct-14,30.75,30.75,30.5,30.75,19200
SMIT,15-Oct-14,4.58,4.58,4.52,4.58,66200
SMM,15-Oct-14,1.94,2.02,1.94,1.95,8064300
SMPC,15-Oct-14,59.75,60.25,59.5,59.75,37600
SMT,15-Oct-14,6.1,6.1,6.05,6.1,151300
SNC,15-Oct-14,15.6,15.7,15.5,15.5,584100
SNP,15-Oct-14,26,26.25,26,26,86100
SOLAR,15-Oct-14,11.3,11.8,11.2,11.7,18968000
SORKON,15-Oct-14,85.5,85.5,85,85,4500
SPACK,15-Oct-14,2.44,2.44,2.38,2.38,39200
SPALI,15-Oct-14,25,25.5,24.9,25.25,5398900
SPC,15-Oct-14,41,41,41,41,1300
SPCG,15-Oct-14,24.9,24.9,24.7,24.8,895400
SPF,15-Oct-14,16.9,17,16.9,17,435600
SPG,15-Oct-14,36,39.25,35,39.25,38300
SPI,15-Oct-14,25.5,25.5,25.5,25.5,400
SPORT,15-Oct-14,2.2,2.24,2.16,2.16,1406700
SPPT,15-Oct-14,2.54,2.62,2.54,2.58,92000
SPVI,15-Oct-14,2.04,2.04,1.98,1.98,3432100
SPWPF,15-Oct-14,9.5,9.5,9.5,9.5,27500
SRICHA,15-Oct-14,35,35.25,34.75,35.25,109800
SSC,15-Oct-14,89,89.5,89,89.5,800
SSF,15-Oct-14,8.85,9.15,8.85,9,2100
SSI,15-Oct-14,0.33,0.35,0.33,0.34,99551300
SSPF,15-Oct-14,5.2,5.2,5.2,5.2,7000
SSSC,15-Oct-14,48.5,48.5,48.25,48.5,14900
SST,15-Oct-14,31,31.25,29.75,29.75,4601800
SSTSS,15-Oct-14,9.95,9.95,9.95,9.95,20000
STA,15-Oct-14,13.7,13.8,13.6,13.7,513800
STANLY,15-Oct-14,224,224,224,224,300
STAR,15-Oct-14,2.5,2.58,2.34,2.4,10981800
STEC,15-Oct-14,26,26.25,25.75,26,2508600
STPI,15-Oct-14,20.9,21.1,20.9,20.9,2193900
SUC,15-Oct-14,42,42,41.75,41.75,400
SUPER,15-Oct-14,12.7,13.8,12.7,13.8,52827400
SUSCO,15-Oct-14,4.16,4.18,4.04,4.04,11129800
SUTHA,15-Oct-14,9,9.05,8.9,8.9,1090500
SVI,15-Oct-14,4.96,5.15,4.94,5.15,29344900
SVOA,15-Oct-14,1.77,1.8,1.76,1.76,8919900
SWC,15-Oct-14,7.1,7.15,7.1,7.15,300
SYMC,15-Oct-14,17.4,17.5,17.4,17.5,102000
SYNEX,15-Oct-14,3.06,3.06,3.04,3.04,24100
SYNTEC,15-Oct-14,2.44,2.46,2.42,2.42,11766200
TAE,15-Oct-14,4.46,4.48,4.4,4.4,2060000
TAKUNI,15-Oct-14,3.24,3.28,3.16,3.16,14585300
TAPAC,15-Oct-14,3.08,3.12,3.08,3.1,253900
TASCO,15-Oct-14,61,62,60.75,61.5,365600
TC,15-Oct-14,4.72,4.76,4.72,4.74,98400
TCAP,15-Oct-14,35,35.75,35,35.25,2574800
TCB,15-Oct-14,27.5,28,27.5,27.75,37900
TCC,15-Oct-14,1.8,2.08,1.8,2.06,43472100
TCCC,15-Oct-14,28.75,29,28.75,29,23900
TCIF,15-Oct-14,13.3,13.3,13.3,13.3,200
TCJ,15-Oct-14,13.3,14,13.2,13.8,2920100
TCMC,15-Oct-14,2.72,2.72,2.52,2.6,7603300
TEAM,15-Oct-14,2.52,2.6,2.4,2.4,10492000
TF,15-Oct-14,178,180,176,180,1300
TFD,15-Oct-14,6.1,6.15,6.05,6.05,5895600
TFI,15-Oct-14,1.67,1.68,1.64,1.66,3529700
TFUND,15-Oct-14,11,11,10.9,11,22300
TGCI,15-Oct-14,3.38,3.38,3.34,3.34,161800
TGPRO,15-Oct-14,0.62,0.64,0.61,0.62,38722600
TGROWTH,15-Oct-14,10.7,10.7,10.7,10.7,101000
TH,15-Oct-14,2.38,2.46,2.36,2.46,5159000
THAI,15-Oct-14,14.5,14.7,14.3,14.5,6384900
THANA,15-Oct-14,3.9,3.9,3.68,3.74,3631900
THANI,15-Oct-14,3.72,3.76,3.72,3.72,1515500
THCOM,15-Oct-14,38.75,39.25,38.75,39,1528000
THE,15-Oct-14,5.7,5.7,5.45,5.45,527900
THIF,15-Oct-14,11.9,11.9,11.9,11.9,10000
THIP,15-Oct-14,144.5,144.5,144.5,144.5,1900
THRE,15-Oct-14,3.46,3.5,3.42,3.42,2720200
THREL,15-Oct-14,15.9,16.1,15.9,15.9,1284500
TIC,15-Oct-14,28,28,28,28,29400
TICON,15-Oct-14,18,18.2,18,18,1336500
TIES,15-Oct-14,1.03,1.19,1,1.01,373167100
TIF1,15-Oct-14,7.5,7.55,7.5,7.55,11000
TIP,15-Oct-14,40,40,39.75,39.75,164000
TIPCO,15-Oct-14,7.1,7.15,7,7.05,221600
TISCO,15-Oct-14,44.5,44.75,43.5,43.75,1033000
TIW,15-Oct-14,110,110,110,110,500
TK,15-Oct-14,9.75,9.85,9.75,9.85,134200
TKS,15-Oct-14,10.2,10.4,10.2,10.2,296700
TKT,15-Oct-14,2.64,2.94,2.64,2.76,5728900
TLGF,15-Oct-14,13.6,13.6,13.6,13.6,400100
TLUXE,15-Oct-14,2.86,3.02,2.86,2.94,1117800
TMB,15-Oct-14,3.04,3.08,3,3.02,256201500
TMC,15-Oct-14,3.66,3.78,3.66,3.7,334800
TMD,15-Oct-14,18.1,18.1,17.8,18,21500
TMI,15-Oct-14,2.12,2.16,2.08,2.08,1957900
TMILL,15-Oct-14,3.6,3.6,3.52,3.52,35700
TMT,15-Oct-14,10.8,10.8,10.8,10.8,25900
TMW,15-Oct-14,28.25,28.25,27.75,28,24500
TNDT,15-Oct-14,19.7,19.9,19.5,19.5,284800
TNH,15-Oct-14,19.9,20,19.8,19.8,54400
TNITY,15-Oct-14,6.95,7,6.95,7,296500
TNPC,15-Oct-14,10.5,11,10.5,10.6,2700
TNPF,15-Oct-14,8.95,9,8.95,8.95,15000
TOG,15-Oct-14,6.15,6.2,6.05,6.05,271200
TOP,15-Oct-14,48.25,48.5,47,47,6321900
TPA,15-Oct-14,6.45,6.45,6.45,6.45,400
TPAC,15-Oct-14,6,6,6,6,75000
TPC,15-Oct-14,29.5,29.75,29.5,29.5,11800
TPIPL,15-Oct-14,18.8,20.2,18.7,19.8,87790900
TPOLY,15-Oct-14,4.18,4.2,4.08,4.16,8245900
TPP,15-Oct-14,19.6,20.5,19.6,20.2,287300
TRC,15-Oct-14,4.1,4.14,4,4,17298200
TRIF,15-Oct-14,14.3,14.3,14.3,14.3,100
TRT,15-Oct-14,6.15,6.2,6.1,6.1,1686300
TRU,15-Oct-14,5.2,5.2,5.1,5.2,112800
TRUBB,15-Oct-14,1.89,1.91,1.86,1.86,5693200
TRUE,15-Oct-14,11.4,11.7,11.3,11.5,143161600
TRUEIF,15-Oct-14,10.2,10.3,10.2,10.3,3505100
TSC,15-Oct-14,14.8,14.8,14.6,14.6,1400
TSF,15-Oct-14,0.57,0.58,0.56,0.57,18433500
TSI,15-Oct-14,7.5,8,7.5,8,600
TSR,15-Oct-14,7.55,7.6,7.4,7.4,1125900
TSTE,15-Oct-14,13.3,13.5,13.2,13.5,10600
TSTH,15-Oct-14,0.93,0.99,0.93,0.95,53861700
TTA,15-Oct-14,21.2,21.3,21,21,8328800
TTCL,15-Oct-14,29.5,30,29.25,29.5,2637500
TTL,15-Oct-14,135.5,135.5,135,135.5,300
TTTM,15-Oct-14,119,119,119,119,100
TTW,15-Oct-14,12,12.2,12,12,1710800
TUF,15-Oct-14,74,74,73,73.5,2202700
TVD,15-Oct-14,3.6,3.62,3.58,3.58,1198200
TVI,15-Oct-14,11.3,11.5,11.3,11.3,356600
TVO,15-Oct-14,22.5,22.6,22.2,22.4,248600
TWFP,15-Oct-14,31.25,31.5,31.25,31.25,4100
TWP,15-Oct-14,79,79.25,78.5,79,29400
TWS,15-Oct-14,34,34.25,34,34,53200
TWZ,15-Oct-14,0.53,0.53,0.51,0.52,84163400
TYCN,15-Oct-14,4.6,4.64,4.54,4.54,614400
UAC,15-Oct-14,8.45,8.6,8.45,8.5,296800
UBIS,15-Oct-14,5.45,5.5,5.3,5.5,13100
UEC,15-Oct-14,4.06,4.1,4.04,4.06,1197700
UIC,15-Oct-14,4.68,4.68,4.6,4.6,358900
UKEM,15-Oct-14,1.6,1.63,1.59,1.59,2236400
UMI,15-Oct-14,6.95,7.2,6.95,6.95,1750100
UMS,15-Oct-14,6,6.15,5.9,6.05,59300
UNIPF,15-Oct-14,9.8,9.85,9.8,9.85,5900
UNIQ,15-Oct-14,11.4,11.5,10.6,10.6,38898200
UOB8TF,15-Oct-14,8.65,8.8,8.65,8.8,13000
UOBKH,15-Oct-14,3.88,3.9,3.86,3.88,214600
UP,15-Oct-14,40,40,40,40,10300
UPF,15-Oct-14,51,51,51,51,5000
UPOIC,15-Oct-14,10.2,10.3,10.2,10.3,11100
URBNPF,15-Oct-14,3.66,3.76,3.66,3.76,5400
UTP,15-Oct-14,4.66,4.78,4.64,4.68,1540900
UV,15-Oct-14,10.2,10.8,10.2,10.4,40054100
UVAN,15-Oct-14,10.3,10.4,10.2,10.4,12200
UWC,15-Oct-14,3.02,3.24,3.02,3.12,7557600
VARO,15-Oct-14,8.9,8.95,8.85,8.95,30600
VGI,15-Oct-14,13.4,13.7,13.3,13.4,11571600
VIBHA,15-Oct-14,15.7,15.8,15.5,15.7,594800
VIH,15-Oct-14,9,9.15,9,9.15,1280100
VNG,15-Oct-14,7.05,7.2,7.05,7.1,1894300
VNT,15-Oct-14,10.8,10.9,10.6,10.6,28100
VTE,15-Oct-14,3.08,3.16,3,3.04,12127200
WACOAL,15-Oct-14,49,50,49,49.5,6500
WAT,15-Oct-14,0.04,0.05,0.04,0.04,152074200
WAVE,15-Oct-14,83,88,83,86.25,34400
WG,15-Oct-14,145,145,145,145,35000
WHA,15-Oct-14,40.75,41.5,40.25,40.25,2778600
WHAPF,15-Oct-14,10.1,10.1,10,10,408600
WIIK,15-Oct-14,2.48,2.52,2.44,2.46,3493300
WIN,15-Oct-14,1.14,1.16,1.13,1.14,17325400
WINNER,15-Oct-14,3.14,3.3,3.1,3.1,22252700
WORK,15-Oct-14,33,33,32.75,33,339800
XO,15-Oct-14,5.1,5.45,5.1,5.35,2648400
YUASA,15-Oct-14,7.15,7.15,7.15,7.15,4000
ZMICO,15-Oct-14,1.61,1.64,1.61,1.63,4016200
AAV01C1501A,15-Oct-14,0.47,0.51,0.47,0.47,2213400
AAV01P1501A,15-Oct-14,0.97,0.98,0.96,0.98,639900
AAV06C1506A,15-Oct-14,0.98,0.99,0.98,0.99,217600
AAV18C1501A,15-Oct-14,0.64,0.64,0.64,0.64,100
AAV28C1503A,15-Oct-14,0.61,0.61,0.61,0.61,10000
ADVA01C1410A,15-Oct-14,0.27,0.27,0.26,0.27,21921500
ADVA01C1503A,15-Oct-14,0.67,0.68,0.66,0.67,6777200
ADVA01P1410A,15-Oct-14,0.89,0.91,0.88,0.88,4380200
ADVA01P1503A,15-Oct-14,0.95,0.96,0.95,0.96,1239000
ADVA06C1601A,15-Oct-14,1.03,1.04,1.03,1.04,1255700
ADVA08C1502A,15-Oct-14,0.76,0.76,0.76,0.76,6200
ADVA13C1412A,15-Oct-14,0.52,0.54,0.51,0.54,12174600
ADVA16C1412A,15-Oct-14,0.71,0.71,0.71,0.71,500100
ADVA23C1411A,15-Oct-14,0.62,0.62,0.61,0.62,2638000
ADVA23P1411A,15-Oct-14,0.3,0.31,0.3,0.3,42600
ADVA28C1501A,15-Oct-14,0.48,0.49,0.47,0.48,8130100
ADVA28CG,15-Oct-14,0.54,0.54,0.54,0.54,100
ADVA28P1411A,15-Oct-14,0.57,0.59,0.56,0.56,2612000
ADVA42C1411A,15-Oct-14,0.31,0.32,0.31,0.32,3400100
ADVA42P1502A,15-Oct-14,0.59,0.59,0.59,0.59,5000
AOT01C1410A,15-Oct-14,1.34,1.35,1.3,1.3,3974600
AOT01C1503A,15-Oct-14,0.64,0.64,0.62,0.62,8387600
AOT01P1410A,15-Oct-14,0.46,0.47,0.45,0.46,8923400
AOT01P1503A,15-Oct-14,1.23,1.24,1.23,1.24,5049300
AOT06C1411A,15-Oct-14,0.9,0.91,0.89,0.89,338900
AOT06C1603A,15-Oct-14,2.26,2.26,2.26,2.26,1500
AOT07C1506A,15-Oct-14,0.84,0.84,0.84,0.84,100
AOT11C1501A,15-Oct-14,0.69,0.69,0.69,0.69,30000
AOT13C1501A,15-Oct-14,0.71,0.72,0.71,0.71,5796100
AOT28C1501A,15-Oct-14,1.57,1.59,1.57,1.59,2300
AOT28C1503A,15-Oct-14,0.66,0.66,0.66,0.66,1000
AOT28P1411A,15-Oct-14,0.12,0.12,0.11,0.12,241500
AP01C1502A,15-Oct-14,0.39,0.4,0.39,0.39,732800
BANP01C1502A,15-Oct-14,0.26,0.26,0.26,0.26,1453500
BANP01P1502A,15-Oct-14,0.79,0.81,0.79,0.81,5200
BANP06C1601A,15-Oct-14,0.49,0.49,0.49,0.49,2185000
BANP08C1501A,15-Oct-14,0.43,0.44,0.43,0.44,38000
BANP13C1501A,15-Oct-14,0.11,0.11,0.11,0.11,1240000
BANP13C1502A,15-Oct-14,0.26,0.26,0.25,0.25,192000
BANP23C1411A,15-Oct-14,0.32,0.34,0.32,0.32,3475100
BANP28C1501A,15-Oct-14,0.23,0.23,0.23,0.23,50000
BBL06C1601A,15-Oct-14,1.76,1.76,1.71,1.71,1466500
BBL08C1506A,15-Oct-14,0.59,0.59,0.59,0.59,10000
BBL11C1502A,15-Oct-14,0.48,0.48,0.46,0.46,212000
BBL13C1501A,15-Oct-14,0.75,0.77,0.71,0.72,1491400
BBL13P1411A,15-Oct-14,0.37,0.4,0.37,0.4,17446800
BBL23C1501A,15-Oct-14,1.42,1.43,1.38,1.38,9286800
BBL23P1501A,15-Oct-14,0.39,0.39,0.39,0.39,250000
BBL28C1501A,15-Oct-14,0.99,0.99,0.96,0.96,1010000
BBL42C1412A,15-Oct-14,0.36,0.37,0.34,0.34,93400
BCH01C1503A,15-Oct-14,0.28,0.28,0.28,0.28,145000
BCH08C1504A,15-Oct-14,0.95,0.96,0.95,0.96,20000
BCP01C1502A,15-Oct-14,0.39,0.39,0.36,0.36,1663500
BCP01P1502A,15-Oct-14,0.54,0.55,0.54,0.54,2600
BCP06C1502A,15-Oct-14,0.61,0.61,0.58,0.58,204600
BCP23C1505A,15-Oct-14,0.55,0.55,0.55,0.55,100
BEC01P1502A,15-Oct-14,1.02,1.04,1.02,1.03,129000
BGH01C1411A,15-Oct-14,0.55,0.57,0.55,0.57,340900
BGH01P1411A,15-Oct-14,0.47,0.48,0.46,0.46,1211400
BGH06CB,15-Oct-14,1.69,1.73,1.69,1.73,133300
BGH11C1411A,15-Oct-14,0.53,0.53,0.53,0.53,3000000
BGH13C1502A,15-Oct-14,0.39,0.39,0.39,0.39,40000
BGH42C1411A,15-Oct-14,0.5,0.51,0.5,0.51,4400
BH01C1411A,15-Oct-14,0.76,0.77,0.75,0.76,312900
BH42C1501A,15-Oct-14,0.89,0.89,0.89,0.89,100
BIGC01C1501A,15-Oct-14,0.67,0.67,0.65,0.66,515600
BJC01C1410A,15-Oct-14,0.19,0.2,0.18,0.2,1998500
BJC01C1503A,15-Oct-14,0.56,0.57,0.54,0.57,1803200
BJC01P1410A,15-Oct-14,0.84,0.88,0.84,0.88,192200
BJC06C1410A,15-Oct-14,0.68,0.68,0.68,0.68,200000
BJC06C1507A,15-Oct-14,0.64,0.64,0.64,0.64,400
BJC28C1503A,15-Oct-14,0.39,0.39,0.39,0.39,300000
BJC42C1501A,15-Oct-14,0.29,0.3,0.29,0.3,240300
BLA01C1503A,15-Oct-14,0.61,0.61,0.59,0.59,85000
BLA06CA,15-Oct-14,1.74,1.74,1.71,1.71,385000
BLAN01C1411A,15-Oct-14,0.73,0.8,0.73,0.76,2132800
BLAN01P1411A,15-Oct-14,0.34,0.34,0.31,0.33,561800
BLAN11C1412A,15-Oct-14,0.37,0.37,0.36,0.36,2400000
BLAN13C1411A,15-Oct-14,0.21,0.24,0.2,0.2,2069500
BLAN13C1501A,15-Oct-14,0.11,0.13,0.11,0.11,2269300
BLAN23C1502A,15-Oct-14,0.12,0.12,0.12,0.12,200000
BLAN28C1501A,15-Oct-14,0.15,0.15,0.15,0.15,7000000
BLAN42C1412A,15-Oct-14,0.22,0.24,0.22,0.23,4960000
BMCL01C1412A,15-Oct-14,0.8,0.83,0.79,0.79,4759700
BMCL01P1412A,15-Oct-14,0.53,0.53,0.51,0.53,1903700
BMCL06C1507A,15-Oct-14,0.91,0.93,0.91,0.91,6010000
BMCL11C1412A,15-Oct-14,0.74,0.75,0.74,0.75,200
BMCL13C1411A,15-Oct-14,0.82,0.84,0.77,0.77,81000
BMCL13C1412A,15-Oct-14,1.26,1.26,1.26,1.26,30000
BMCL13C1501A,15-Oct-14,0.47,0.49,0.47,0.47,5527000
BMCL13C1502A,15-Oct-14,0.19,0.19,0.17,0.17,9700000
BMCL23C1502A,15-Oct-14,0.31,0.31,0.29,0.29,459900
BMCL28C1501B,15-Oct-14,0.46,0.48,0.45,0.45,9000000
BMCL28C1502A,15-Oct-14,0.71,0.71,0.67,0.67,60000
BMCL28C1503A,15-Oct-14,0.2,0.2,0.2,0.2,50000
BTS01C1501A,15-Oct-14,0.7,0.7,0.68,0.68,3943700
BTS01P1501A,15-Oct-14,0.43,0.44,0.43,0.44,37000
BTS13C1504A,15-Oct-14,0.29,0.29,0.28,0.28,16800
BTS28C1502A,15-Oct-14,0.58,0.58,0.58,0.58,22000
BTS28C1503A,15-Oct-14,0.23,0.23,0.22,0.22,96900
CENT01C1502A,15-Oct-14,0.44,0.47,0.44,0.47,3669000
CENT01P1502A,15-Oct-14,0.88,0.88,0.85,0.85,1306000
CENT11C1504A,15-Oct-14,0.64,0.64,0.64,0.64,20000
CENT42C1501A,15-Oct-14,0.47,0.48,0.47,0.48,200
CK01C1412A,15-Oct-14,1,1.02,1,1.01,4561700
CK01P1412A,15-Oct-14,0.64,0.65,0.64,0.65,846900
CK13C1501A,15-Oct-14,0.3,0.31,0.3,0.3,1235100
CK28C1501A,15-Oct-14,1.07,1.07,1.07,1.07,50000
CK28C1503A,15-Oct-14,0.32,0.33,0.32,0.33,200
CK42C1501A,15-Oct-14,0.44,0.44,0.44,0.44,259800
CPAL01C1501A,15-Oct-14,0.35,0.35,0.34,0.34,1007000
CPAL01P1501A,15-Oct-14,0.82,0.82,0.81,0.81,108000
CPAL06C1601A,15-Oct-14,0.76,0.77,0.76,0.76,7000
CPAL08C1502A,15-Oct-14,0.79,0.79,0.79,0.79,1000
CPAL42C1501A,15-Oct-14,0.26,0.26,0.26,0.26,100000
CPAL42P1502A,15-Oct-14,0.71,0.71,0.71,0.71,7000
CPF01C1502A,15-Oct-14,0.43,0.45,0.43,0.45,9937300
CPF01P1502A,15-Oct-14,0.45,0.45,0.45,0.45,1512900
CPF06CC,15-Oct-14,0.53,0.55,0.53,0.55,11365500
CPF08C1503A,15-Oct-14,0.56,0.56,0.56,0.56,800000
CPF13C1410A,15-Oct-14,0.35,0.35,0.33,0.35,601600
CPF13C1504A,15-Oct-14,0.42,0.42,0.41,0.42,1202100
CPF16C1412A,15-Oct-14,0.48,0.48,0.48,0.48,64800
CPN01C1502A,15-Oct-14,0.43,0.43,0.42,0.42,681000
CPN01P1502A,15-Oct-14,0.93,0.93,0.93,0.93,55000
CPN06C1601A,15-Oct-14,0.86,0.86,0.86,0.86,65100
CPN11C1503A,15-Oct-14,0.48,0.48,0.48,0.48,20000
CPN13C1502A,15-Oct-14,0.38,0.38,0.38,0.38,130000
DELT01C1502A,15-Oct-14,0.54,0.57,0.54,0.57,513100
DELT01P1502A,15-Oct-14,1.41,1.41,1.39,1.39,216600
DTAC01C1502A,15-Oct-14,0.49,0.51,0.49,0.49,2207200
DTAC01P1502A,15-Oct-14,1.13,1.13,1.11,1.11,915600
